weather,base,visibility,dt,timezone,id,name,cod,location,state,data_type,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,main.sea_level,main.grnd_level,wind.speed,wind.deg,wind.gust,clouds.all,sys.country,sys.sunrise,sys.sunset,pop,dt_txt,main.temp_kf,sys.pod,rain.3h,weather_source,lat,lon,date_iso,date,value
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1759459192.0,-25200.0,5809844.0,Seattle,200.0,Seattle,WA,current,-122.3321,47.6062,15.52,14.98,15.52,15.52,1017.0,71.0,1017.0,1008.0,1.78,206.0,3.45,32.0,US,1759414204.0,1759456010.0,,,,,,openweather,,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,10000.0,1759460400.0,,,,,Seattle,WA,forecast,,,15.52,14.98,15.52,15.52,1017.0,71.0,1017.0,1008.0,1.78,206.0,3.45,32.0,,,,0.0,2025-10-03 03:00:00,0.0,n,,openweather,,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,10000.0,1759471200.0,,,,,Seattle,WA,forecast,,,15.32,14.84,14.93,15.32,1018.0,74.0,1018.0,1009.0,0.51,135.0,0.73,29.0,,,,0.0,2025-10-03 06:00:00,0.39,n,,openweather,,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,10000.0,1759482000.0,,,,,Seattle,WA,forecast,,,14.12,13.73,13.42,14.12,1018.0,82.0,1018.0,1009.0,0.68,200.0,1.1,13.0,,,,0.0,2025-10-03 09:00:00,0.7,n,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,1759492800.0,,,,,Seattle,WA,forecast,,,13.59,13.35,13.59,13.59,1019.0,90.0,1019.0,1010.0,0.55,134.0,0.69,1.0,,,,0.0,2025-10-03 12:00:00,0.0,n,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000.0,1759503600.0,,,,,Seattle,WA,forecast,,,12.36,12.0,12.36,12.36,1021.0,90.0,1021.0,1011.0,0.74,177.0,1.3,3.0,,,,0.0,2025-10-03 15:00:00,0.0,d,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000.0,1759514400.0,,,,,Seattle,WA,forecast,,,15.96,15.23,15.96,15.96,1020.0,62.0,1020.0,1010.0,1.55,205.0,1.84,2.0,,,,0.0,2025-10-03 18:00:00,0.0,d,,openweather,,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,10000.0,1759525200.0,,,,,Seattle,WA,forecast,,,19.97,19.25,19.97,19.97,1019.0,47.0,1019.0,1009.0,1.61,230.0,1.74,39.0,,,,0.0,2025-10-03 21:00:00,0.0,d,,openweather,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,10000.0,1759536000.0,,,,,Seattle,WA,forecast,,,19.62,18.89,19.62,19.62,1018.0,48.0,1018.0,1008.0,1.13,284.0,1.38,56.0,,,,0.0,2025-10-04 00:00:00,0.0,d,,openweather,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,10000.0,1759546800.0,,,,,Seattle,WA,forecast,,,15.4,14.69,15.4,15.4,1018.0,65.0,1018.0,1009.0,1.56,6.0,2.93,76.0,,,,0.0,2025-10-04 03:00:00,0.0,n,,openweather,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,10000.0,1759557600.0,,,,,Seattle,WA,forecast,,,15.28,14.56,15.28,15.28,1019.0,65.0,1019.0,1009.0,0.74,47.0,2.35,88.0,,,,0.0,2025-10-04 06:00:00,0.0,n,,openweather,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,10000.0,1759568400.0,,,,,Seattle,WA,forecast,,,14.1,13.58,14.1,14.1,1019.0,77.0,1019.0,1009.0,1.33,119.0,1.75,100.0,,,,0.0,2025-10-04 09:00:00,0.0,n,,openweather,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,10000.0,1759579200.0,,,,,Seattle,WA,forecast,,,12.91,12.5,12.91,12.91,1019.0,86.0,1019.0,1009.0,0.87,109.0,1.8,100.0,,,,0.0,2025-10-04 12:00:00,0.0,n,,openweather,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",,10000.0,1759590000.0,,,,,Seattle,WA,forecast,,,13.02,12.6,13.02,13.02,1019.0,85.0,1019.0,1009.0,0.97,45.0,1.52,86.0,,,,0.0,2025-10-04 15:00:00,0.0,d,,openweather,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",,10000.0,1759600800.0,,,,,Seattle,WA,forecast,,,15.39,14.86,15.39,15.39,1019.0,72.0,1019.0,1010.0,1.49,78.0,0.7,90.0,,,,0.0,2025-10-04 18:00:00,0.0,d,,openweather,,,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",,10000.0,1759611600.0,,,,,Seattle,WA,forecast,,,17.71,17.05,17.71,17.71,1018.0,58.0,1018.0,1009.0,1.31,20.0,1.42,99.0,,,,0.2,2025-10-04 21:00:00,0.0,d,0.17,openweather,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",,10000.0,1759622400.0,,,,,Seattle,WA,forecast,,,17.44,16.7,17.44,17.44,1018.0,56.0,1018.0,1008.0,1.47,342.0,1.86,99.0,,,,0.0,2025-10-05 00:00:00,0.0,d,,openweather,,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,10000.0,1759633200.0,,,,,Seattle,WA,forecast,,,12.57,11.97,12.57,12.57,1018.0,80.0,1018.0,1009.0,1.83,355.0,2.69,41.0,,,,0.0,2025-10-05 03:00:00,0.0,n,,openweather,,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,10000.0,1759644000.0,,,,,Seattle,WA,forecast,,,11.6,11.04,11.6,11.6,1019.0,85.0,1019.0,1009.0,1.67,10.0,2.65,40.0,,,,0.0,2025-10-05 06:00:00,0.0,n,,openweather,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,10000.0,1759654800.0,,,,,Seattle,WA,forecast,,,10.64,10.08,10.64,10.64,1019.0,89.0,1019.0,1009.0,1.7,12.0,3.49,92.0,,,,0.0,2025-10-05 09:00:00,0.0,n,,openweather,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,10000.0,1759665600.0,,,,,Seattle,WA,forecast,,,9.98,9.53,9.98,9.98,1019.0,91.0,1019.0,1009.0,1.6,32.0,3.56,92.0,,,,0.0,2025-10-05 12:00:00,0.0,n,,openweather,,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,10000.0,1759676400.0,,,,,Seattle,WA,forecast,,,9.99,9.26,9.99,9.99,1019.0,90.0,1019.0,1009.0,1.9,26.0,6.23,13.0,,,,0.0,2025-10-05 15:00:00,0.0,d,,openweather,,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,10000.0,1759687200.0,,,,,Seattle,WA,forecast,,,15.26,14.62,15.26,15.26,1019.0,68.0,1019.0,1010.0,3.56,6.0,5.32,17.0,,,,0.0,2025-10-05 18:00:00,0.0,d,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000.0,1759698000.0,,,,,Seattle,WA,forecast,,,17.7,16.86,17.7,17.7,1018.0,51.0,1018.0,1008.0,3.65,350.0,4.6,7.0,,,,0.0,2025-10-05 21:00:00,0.0,d,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000.0,1759708800.0,,,,,Seattle,WA,forecast,,,17.09,16.16,17.09,17.09,1017.0,50.0,1017.0,1007.0,3.33,347.0,4.85,3.0,,,,0.0,2025-10-06 00:00:00,0.0,d,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,1759719600.0,,,,,Seattle,WA,forecast,,,12.67,11.79,12.67,12.67,1017.0,69.0,1017.0,1007.0,2.03,18.0,4.12,0.0,,,,0.0,2025-10-06 03:00:00,0.0,n,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,1759730400.0,,,,,Seattle,WA,forecast,,,11.26,10.4,11.26,11.26,1018.0,75.0,1018.0,1008.0,1.4,24.0,1.53,2.0,,,,0.0,2025-10-06 06:00:00,0.0,n,,openweather,,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,10000.0,1759741200.0,,,,,Seattle,WA,forecast,,,10.23,9.4,10.23,10.23,1018.0,80.0,1018.0,1008.0,1.09,28.0,1.04,11.0,,,,0.0,2025-10-06 09:00:00,0.0,n,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,1759752000.0,,,,,Seattle,WA,forecast,,,9.58,9.25,9.58,9.58,1018.0,86.0,1018.0,1008.0,1.43,18.0,1.39,7.0,,,,0.0,2025-10-06 12:00:00,0.0,n,,openweather,,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,10000.0,1759762800.0,,,,,Seattle,WA,forecast,,,9.66,9.66,9.66,9.66,1018.0,78.0,1018.0,1009.0,0.98,16.0,1.19,12.0,,,,0.0,2025-10-06 15:00:00,0.0,d,,openweather,,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,10000.0,1759773600.0,,,,,Seattle,WA,forecast,,,16.92,15.79,16.92,16.92,1019.0,43.0,1019.0,1009.0,1.6,1.0,2.0,21.0,,,,0.0,2025-10-06 18:00:00,0.0,d,,openweather,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,10000.0,1759784400.0,,,,,Seattle,WA,forecast,,,20.44,19.27,20.44,20.44,1017.0,28.0,1017.0,1008.0,2.13,343.0,2.31,67.0,,,,0.0,2025-10-06 21:00:00,0.0,d,,openweather,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,10000.0,1759795200.0,,,,,Seattle,WA,forecast,,,19.81,18.73,19.81,19.81,1016.0,34.0,1016.0,1007.0,2.8,345.0,3.99,53.0,,,,0.0,2025-10-07 00:00:00,0.0,d,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,1759806000.0,,,,,Seattle,WA,forecast,,,13.44,12.17,13.44,13.44,1017.0,51.0,1017.0,1007.0,2.35,5.0,4.57,6.0,,,,0.0,2025-10-07 03:00:00,0.0,n,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,1759816800.0,,,,,Seattle,WA,forecast,,,11.65,10.31,11.65,11.65,1017.0,55.0,1017.0,1007.0,1.74,14.0,2.32,5.0,,,,0.0,2025-10-07 06:00:00,0.0,n,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,1759827600.0,,,,,Seattle,WA,forecast,,,10.74,9.46,10.74,10.74,1017.0,61.0,1017.0,1007.0,1.24,24.0,1.23,0.0,,,,0.0,2025-10-07 09:00:00,0.0,n,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,1759838400.0,,,,,Seattle,WA,forecast,,,9.83,9.83,9.83,9.83,1017.0,65.0,1017.0,1007.0,1.26,22.0,1.28,0.0,,,,0.0,2025-10-07 12:00:00,0.0,n,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000.0,1759849200.0,,,,,Seattle,WA,forecast,,,9.97,9.97,9.97,9.97,1016.0,63.0,1016.0,1007.0,1.13,33.0,1.3,0.0,,,,0.0,2025-10-07 15:00:00,0.0,d,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000.0,1759860000.0,,,,,Seattle,WA,forecast,,,17.82,16.57,17.82,17.82,1016.0,35.0,1016.0,1006.0,1.25,6.0,1.37,0.0,,,,0.0,2025-10-07 18:00:00,0.0,d,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000.0,1759870800.0,,,,,Seattle,WA,forecast,,,22.7,21.65,22.7,22.7,1014.0,24.0,1014.0,1004.0,1.56,346.0,1.47,0.0,,,,0.0,2025-10-07 21:00:00,0.0,d,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000.0,1759881600.0,,,,,Seattle,WA,forecast,,,21.44,20.45,21.44,21.44,1013.0,31.0,1013.0,1003.0,2.1,331.0,2.86,0.0,,,,0.0,2025-10-08 00:00:00,0.0,d,,openweather,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1759458589.0,-14400.0,5128581.0,New York,200.0,New York,NY,current,-74.006,40.7127,14.34,13.58,14.34,14.34,1031.0,67.0,1031.0,1030.0,3.22,160.0,3.48,99.0,US,1759402417.0,1759444605.0,,,,,,openweather,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,10000.0,1759460400.0,,,,,New York,NY,forecast,,,14.41,13.55,14.41,14.41,1031.0,63.0,1031.0,1030.0,2.92,168.0,3.53,99.0,,,,0.0,2025-10-03 03:00:00,0.0,n,,openweather,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,10000.0,1759471200.0,,,,,New York,NY,forecast,,,14.56,13.69,14.56,14.87,1031.0,62.0,1031.0,1029.0,2.25,214.0,3.55,98.0,,,,0.0,2025-10-03 06:00:00,-0.31,n,,openweather,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,10000.0,1759482000.0,,,,,New York,NY,forecast,,,14.08,13.16,13.91,14.08,1030.0,62.0,1030.0,1028.0,2.4,270.0,3.17,100.0,,,,0.0,2025-10-03 09:00:00,0.17,n,,openweather,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",,10000.0,1759492800.0,,,,,New York,NY,forecast,,,14.82,13.92,14.82,14.82,1030.0,60.0,1030.0,1029.0,2.01,265.0,2.65,89.0,,,,0.0,2025-10-03 12:00:00,0.0,d,,openweather,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,10000.0,1759503600.0,,,,,New York,NY,forecast,,,18.49,17.54,18.49,18.49,1030.0,44.0,1030.0,1028.0,2.81,239.0,3.42,74.0,,,,0.0,2025-10-03 15:00:00,0.0,d,,openweather,,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",,10000.0,1759514400.0,,,,,New York,NY,forecast,,,21.36,20.44,21.36,21.36,1027.0,34.0,1027.0,1025.0,3.29,211.0,4.28,44.0,,,,0.0,2025-10-03 18:00:00,0.0,d,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000.0,1759525200.0,,,,,New York,NY,forecast,,,21.81,21.04,21.81,21.81,1025.0,38.0,1025.0,1023.0,3.4,184.0,4.29,0.0,,,,0.0,2025-10-03 21:00:00,0.0,d,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,1759536000.0,,,,,New York,NY,forecast,,,20.62,19.91,20.62,20.62,1025.0,45.0,1025.0,1023.0,1.81,212.0,3.39,3.0,,,,0.0,2025-10-04 00:00:00,0.0,n,,openweather,,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,10000.0,1759546800.0,,,,,New York,NY,forecast,,,18.8,18.15,18.8,18.8,1025.0,54.0,1025.0,1023.0,3.3,238.0,6.33,11.0,,,,0.0,2025-10-04 03:00:00,0.0,n,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,1759557600.0,,,,,New York,NY,forecast,,,17.47,16.84,17.47,17.47,1024.0,60.0,1024.0,1023.0,3.82,253.0,7.92,5.0,,,,0.0,2025-10-04 06:00:00,0.0,n,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,1759568400.0,,,,,New York,NY,forecast,,,16.51,15.89,16.51,16.51,1024.0,64.0,1024.0,1022.0,3.57,255.0,6.56,0.0,,,,0.0,2025-10-04 09:00:00,0.0,n,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000.0,1759579200.0,,,,,New York,NY,forecast,,,16.63,16.05,16.63,16.63,1024.0,65.0,1024.0,1023.0,3.16,264.0,4.6,0.0,,,,0.0,2025-10-04 12:00:00,0.0,d,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000.0,1759590000.0,,,,,New York,NY,forecast,,,21.76,21.19,21.76,21.76,1024.0,46.0,1024.0,1023.0,2.4,278.0,3.35,3.0,,,,0.0,2025-10-04 15:00:00,0.0,d,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000.0,1759600800.0,,,,,New York,NY,forecast,,,25.95,25.95,25.95,25.95,1022.0,38.0,1022.0,1021.0,1.27,232.0,2.26,4.0,,,,0.0,2025-10-04 18:00:00,0.0,d,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000.0,1759611600.0,,,,,New York,NY,forecast,,,25.36,25.07,25.36,25.36,1022.0,43.0,1022.0,1020.0,4.25,172.0,3.86,9.0,,,,0.0,2025-10-04 21:00:00,0.0,d,,openweather,,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,10000.0,1759622400.0,,,,,New York,NY,forecast,,,23.05,22.93,23.05,23.05,1022.0,58.0,1022.0,1021.0,1.34,187.0,1.89,16.0,,,,0.0,2025-10-05 00:00:00,0.0,n,,openweather,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,10000.0,1759633200.0,,,,,New York,NY,forecast,,,22.08,21.73,22.08,22.08,1023.0,53.0,1023.0,1022.0,2.23,258.0,2.47,69.0,,,,0.0,2025-10-05 03:00:00,0.0,n,,openweather,,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,10000.0,1759644000.0,,,,,New York,NY,forecast,,,20.39,20.0,20.39,20.39,1024.0,58.0,1024.0,1022.0,2.87,249.0,4.44,50.0,,,,0.0,2025-10-05 06:00:00,0.0,n,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,1759654800.0,,,,,New York,NY,forecast,,,19.29,18.89,19.29,19.29,1024.0,62.0,1024.0,1023.0,2.38,260.0,3.16,5.0,,,,0.0,2025-10-05 09:00:00,0.0,n,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000.0,1759665600.0,,,,,New York,NY,forecast,,,19.4,18.96,19.4,19.4,1026.0,60.0,1026.0,1024.0,1.62,272.0,1.96,4.0,,,,0.0,2025-10-05 12:00:00,0.0,d,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000.0,1759676400.0,,,,,New York,NY,forecast,,,23.8,23.41,23.8,23.8,1026.0,45.0,1026.0,1025.0,1.92,240.0,2.37,0.0,,,,0.0,2025-10-05 15:00:00,0.0,d,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000.0,1759687200.0,,,,,New York,NY,forecast,,,26.28,26.28,26.28,26.28,1025.0,38.0,1025.0,1023.0,3.48,180.0,3.76,0.0,,,,0.0,2025-10-05 18:00:00,0.0,d,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000.0,1759698000.0,,,,,New York,NY,forecast,,,24.53,24.27,24.53,24.53,1024.0,47.0,1024.0,1023.0,5.02,156.0,5.16,0.0,,,,0.0,2025-10-05 21:00:00,0.0,d,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,1759708800.0,,,,,New York,NY,forecast,,,22.23,22.15,22.23,22.23,1025.0,63.0,1025.0,1023.0,4.6,175.0,7.81,0.0,,,,0.0,2025-10-06 00:00:00,0.0,n,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,1759719600.0,,,,,New York,NY,forecast,,,20.89,20.65,20.89,20.89,1025.0,62.0,1025.0,1024.0,3.45,212.0,7.52,0.0,,,,0.0,2025-10-06 03:00:00,0.0,n,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,1759730400.0,,,,,New York,NY,forecast,,,19.62,19.26,19.62,19.62,1026.0,62.0,1026.0,1024.0,3.05,226.0,5.93,0.0,,,,0.0,2025-10-06 06:00:00,0.0,n,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,1759741200.0,,,,,New York,NY,forecast,,,18.54,18.17,18.54,18.54,1026.0,66.0,1026.0,1024.0,2.33,229.0,4.28,0.0,,,,0.0,2025-10-06 09:00:00,0.0,n,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000.0,1759752000.0,,,,,New York,NY,forecast,,,18.47,18.12,18.47,18.47,1026.0,67.0,1026.0,1025.0,2.73,241.0,4.15,0.0,,,,0.0,2025-10-06 12:00:00,0.0,d,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000.0,1759762800.0,,,,,New York,NY,forecast,,,22.8,22.31,22.8,22.8,1026.0,45.0,1026.0,1025.0,3.25,232.0,4.6,0.0,,,,0.0,2025-10-06 15:00:00,0.0,d,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000.0,1759773600.0,,,,,New York,NY,forecast,,,25.65,25.32,25.65,25.65,1025.0,40.0,1025.0,1023.0,3.64,190.0,4.91,0.0,,,,0.0,2025-10-06 18:00:00,0.0,d,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,10000.0,1759784400.0,,,,,New York,NY,forecast,,,23.27,23.06,23.27,23.27,1024.0,54.0,1024.0,1022.0,5.55,157.0,5.71,0.0,,,,0.0,2025-10-06 21:00:00,0.0,d,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,1759795200.0,,,,,New York,NY,forecast,,,22.09,22.05,22.09,22.09,1024.0,65.0,1024.0,1023.0,3.9,177.0,6.04,0.0,,,,0.0,2025-10-07 00:00:00,0.0,n,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,1759806000.0,,,,,New York,NY,forecast,,,20.82,20.58,20.82,20.82,1024.0,62.0,1024.0,1023.0,4.64,219.0,8.95,0.0,,,,0.0,2025-10-07 03:00:00,0.0,n,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,1759816800.0,,,,,New York,NY,forecast,,,19.65,19.45,19.65,19.65,1024.0,68.0,1024.0,1023.0,3.5,231.0,7.85,0.0,,,,0.0,2025-10-07 06:00:00,0.0,n,,openweather,,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,10000.0,1759827600.0,,,,,New York,NY,forecast,,,18.9,18.73,18.9,18.9,1024.0,72.0,1024.0,1022.0,3.11,241.0,8.29,35.0,,,,0.0,2025-10-07 09:00:00,0.0,n,,openweather,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,10000.0,1759838400.0,,,,,New York,NY,forecast,,,18.83,18.81,18.83,18.83,1024.0,78.0,1024.0,1022.0,3.31,228.0,6.82,67.0,,,,0.0,2025-10-07 12:00:00,0.0,d,,openweather,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",,10000.0,1759849200.0,,,,,New York,NY,forecast,,,22.85,22.97,22.85,22.85,1024.0,68.0,1024.0,1022.0,4.05,212.0,6.54,100.0,,,,0.0,2025-10-07 15:00:00,0.0,d,,openweather,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,10000.0,1759860000.0,,,,,New York,NY,forecast,,,26.86,27.29,26.86,26.86,1021.0,50.0,1021.0,1019.0,4.88,205.0,6.73,84.0,,,,0.0,2025-10-07 18:00:00,0.0,d,,openweather,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,10000.0,1759870800.0,,,,,New York,NY,forecast,,,27.19,27.47,27.19,27.19,1019.0,48.0,1019.0,1018.0,4.09,235.0,6.41,58.0,,,,0.0,2025-10-07 21:00:00,0.0,d,,openweather,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,10000.0,1759881600.0,,,,,New York,NY,forecast,,,24.23,24.33,24.23,24.23,1020.0,62.0,1020.0,1019.0,6.24,202.0,9.87,79.0,,,,0.0,2025-10-08 00:00:00,0.0,n,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1759459049.0,-25200.0,5368361.0,Los Angeles,200.0,Los Angeles,CA,current,-118.2437,34.0522,20.94,20.94,20.94,20.94,1015.0,71.0,1015.0,995.0,2.79,216.0,3.21,2.0,US,1759412897.0,1759455355.0,,,,,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,1759460400.0,,,,,Los Angeles,CA,forecast,,,21.17,21.17,21.17,21.17,1014.0,70.0,1014.0,995.0,2.79,216.0,3.21,2.0,,,,0.0,2025-10-03 03:00:00,0.0,n,,openweather,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,10000.0,1759471200.0,,,,,Los Angeles,CA,forecast,,,20.31,20.28,18.58,20.31,1014.0,72.0,1014.0,996.0,1.72,203.0,2.09,2.0,,,,0.0,2025-10-03 06:00:00,1.73,n,,openweather,,,,,
